state               ,district                  ,crop                         ,modal_price ,N      ,P      ,K      ,temperature ,humidity ,ph   ,rainfall
Assam               ,Kamrup                    ,pumpkin                      ,        900 ,       ,       ,       ,            ,         ,     ,
Assam               ,Kamrup                    ,raddish                      ,       1100 ,       ,       ,       ,            ,         ,     ,
Assam               ,Kamrup                    ,ridgeguardtori               ,       4100 ,       ,       ,       ,            ,         ,     ,
Assam               ,Kamrup                    ,tomato                       ,       1450 ,       ,       ,       ,            ,         ,     ,
Assam               ,Sonitpur                  ,arecanutbetelnut_supari      ,       2200 ,       ,       ,       ,            ,         ,     ,
Assam               ,Sonitpur                  ,arhar_tur_red_gramwhole      ,       5850 ,       ,       ,       ,            ,         ,     ,
Assam               ,Sonitpur                  ,brinjal                      ,        750 ,       ,       ,       ,            ,         ,     ,
Assam               ,Sonitpur                  ,cabbage                      ,        700 ,       ,       ,       ,            ,         ,     ,
Assam               ,Sonitpur                  ,green_chilli                 ,       2000 ,       ,       ,       ,            ,         ,     ,
Assam               ,Sonitpur                  ,jute                         ,       3900 , 78.4  , 46.86 , 39.99 ,      24.96 ,   79.64 ,6.73 ,  174.79
Assam               ,Sonitpur                  ,maize                        ,       1800 , 77.76 , 48.44 , 19.79 ,      22.39 ,   65.09 ,6.25 ,   84.77
Assam               ,Sonitpur                  ,mustard                      ,       4100 ,       ,       ,       ,            ,         ,     ,
Assam               ,Sonitpur                  ,rice                         ,       2400 , 79.89 , 47.58 , 39.87 ,      23.69 ,   82.27 ,6.43 ,  236.18
Assam               ,Sonitpur                  ,rice                         ,       2800 , 79.89 , 47.58 , 39.87 ,      23.69 ,   82.27 ,6.43 ,  236.18
Chattisgarh         ,Bastar                    ,dry_chillies                 ,       4200 ,       ,       ,       ,            ,         ,     ,
Chattisgarh         ,Kanker                    ,paddydhancommon              ,       1500 ,       ,       ,       ,            ,         ,     ,
Chattisgarh         ,Kanker                    ,paddydhancommon              ,       1500 ,       ,       ,       ,            ,         ,     ,
Chattisgarh         ,Kanker                    ,paddydhancommon              ,       1500 ,       ,       ,       ,            ,         ,     ,
Chattisgarh         ,Surajpur                  ,groundnut                    ,       4900 ,       ,       ,       ,            ,         ,     ,
Goa                 ,North_Goa                 ,arecanutbetelnut_supari      ,      19500 ,       ,       ,       ,            ,         ,     ,
Goa                 ,North_Goa                 ,arecanutbetelnut_supari      ,      22250 ,       ,       ,       ,            ,         ,     ,
Goa                 ,North_Goa                 ,arecanutbetelnut_supari      ,      20500 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Amreli                    ,bhindiladies_finger          ,       1550 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Amreli                    ,brinjal                      ,       1100 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Amreli                    ,capsicum                     ,       1300 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Amreli                    ,guar                         ,       1600 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Amreli                    ,lemon                        ,       1300 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Anand                     ,bajrapearl_millet_cumbu      ,       2080 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Anand                     ,bajrapearl_millet_cumbu      ,       2015 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Anand                     ,castor_seed                  ,       4870 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,bhindiladies_finger          ,       3425 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,bottle_gourd                 ,       1850 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,brinjal                      ,        650 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,cabbage                      ,        925 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,capsicum                     ,       2600 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,carrot                       ,        825 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,cauliflower                  ,       1100 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,corianderleaves              ,        825 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,cowpeaveg                    ,       3425 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,cucumbarkheera               ,       2175 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,drumstick                    ,       3475 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,elephant_yam_suran           ,       2825 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,gingergreen                  ,       6100 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,green_chilli                 ,       3000 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,indian_beans_seam            ,       1450 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,lemon                        ,       3700 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,methileaves                  ,        825 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,onion_green                  ,       1225 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,peas_cod                     ,       1325 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,pegeon_pea_arhar_fali        ,       3475 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,sponge_gourd                 ,       1500 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,surat_beans_papadi           ,       2450 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,sweet_potato                 ,       2900 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,tinda                        ,       3150 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Bharuch                   ,tomato                       ,       1425 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Kachchh                   ,guar_seedcluster_beans_seed  ,       4010 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Kheda                     ,potato                       ,        700 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Kheda                     ,sweet_potato                 ,       1450 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Panchmahals               ,arhar_tur_red_gramwhole      ,       4850 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Panchmahals               ,cotton                       ,       4550 ,117.77 , 46.24 , 19.56 ,      23.99 ,   79.84 ,6.91 ,   80.4
Gujarat             ,Panchmahals               ,maize                        ,       1900 , 77.76 , 48.44 , 19.79 ,      22.39 ,   65.09 ,6.25 ,   84.77
Gujarat             ,Panchmahals               ,paddydhancommon              ,       1525 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Panchmahals               ,wheat                        ,       1900 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Panchmahals               ,bajrapearl_millet_cumbu      ,       1800 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Panchmahals               ,maize                        ,       1850 , 77.76 , 48.44 , 19.79 ,      22.39 ,   65.09 ,6.25 ,   84.77
Gujarat             ,Panchmahals               ,paddydhancommon              ,       1425 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,brinjal                      ,       1150 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,cabbage                      ,       1100 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,tomato                       ,       1300 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,bhindiladies_finger          ,       3755 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,brinjal                      ,       1182 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,cowpeaveg                    ,       2927 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,paddydhancommon              ,       1475 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,pegeon_pea_arhar_fali        ,       3005 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,surat_beans_papadi           ,       3147 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,tomato                       ,       1387 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,bhindiladies_finger          ,       3755 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,brinjal                      ,       1182 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,cowpeaveg                    ,       2927 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,paddydhancommon              ,       1475 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,pegeon_pea_arhar_fali        ,       3005 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,surat_beans_papadi           ,       3147 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,tomato                       ,       1387 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,bitter_gourd                 ,       5025 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,bottle_gourd                 ,       1050 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,brinjal                      ,        650 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,cabbage                      ,        950 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,cauliflower                  ,       2250 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,cucumbarkheera               ,       2500 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,gram_rawchholia              ,       2000 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,guar                         ,       5200 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,little_gourd_kundru          ,       3350 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,paddydhancommon              ,       1697 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,pegeon_pea_arhar_fali        ,       2850 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,ridgeguardtori               ,       2750 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,round_gourd                  ,       1400 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Surat                     ,tomato                       ,       1300 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,cotton                       ,       5400 ,117.77 , 46.24 , 19.56 ,      23.99 ,   79.84 ,6.91 ,   80.4
Gujarat             ,Vadodara(Baroda)          ,cotton                       ,       5400 ,117.77 , 46.24 , 19.56 ,      23.99 ,   79.84 ,6.91 ,   80.4
Gujarat             ,Vadodara(Baroda)          ,cotton                       ,       5400 ,117.77 , 46.24 , 19.56 ,      23.99 ,   79.84 ,6.91 ,   80.4
Gujarat             ,Vadodara(Baroda)          ,cotton                       ,       5400 ,117.77 , 46.24 , 19.56 ,      23.99 ,   79.84 ,6.91 ,   80.4
Gujarat             ,Vadodara(Baroda)          ,bhindiladies_finger          ,       3800 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,bitter_gourd                 ,       3800 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,bottle_gourd                 ,       1750 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,brinjal                      ,        750 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,carrot                       ,        850 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,cauliflower                  ,       1250 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,corianderleaves              ,       3000 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,cowpeaveg                    ,       3300 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,cucumbarkheera               ,       1750 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,drumstick                    ,       1400 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,elephant_yam_suran           ,       1650 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,gingergreen                  ,       6300 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,green_chilli                 ,       3000 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,indian_beans_seam            ,       2100 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,leafy_vegetable              ,        750 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,lemon                        ,       4150 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,methileaves                  ,        850 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,mintpudina                   ,       1300 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,onion                        ,        600 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,papaya_raw                   ,        850 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,peas_cod                     ,       1600 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,pegeon_pea_arhar_fali        ,       3000 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,potato                       ,        700 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,pumpkin                      ,        950 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,raddish                      ,        850 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,spinach                      ,        475 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,sponge_gourd                 ,       1950 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,surat_beans_papadi           ,       2500 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,sweet_potato                 ,       1700 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Vadodara(Baroda)          ,tomato                       ,       1350 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Valsad                    ,bitter_gourd                 ,       5875 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Valsad                    ,bottle_gourd                 ,       1375 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Valsad                    ,pointed_gourd_parval         ,       5250 ,       ,       ,       ,            ,         ,     ,
Gujarat             ,Valsad                    ,tinda                        ,       2875 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,banana                       ,       3000 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Haryana             ,Ambala                    ,berzizyphus_borehannu        ,       3000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,carrot                       ,        700 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,corianderleaves              ,       1805 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,garlic                       ,       3000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,gingergreen                  ,       8000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,grapes                       ,       4000 , 23.18 ,132.53 ,200.11 ,      23.85 ,   81.88 ,6.03 ,   69.61
Haryana             ,Ambala                    ,green_chilli                 ,       5000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,kinnow                       ,       1500 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,leafy_vegetable              ,       1000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,methileaves                  ,       1410 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,peas_wet                     ,       1200 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,potato                       ,        325 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,raddish                      ,        600 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Ambala                    ,spinach                      ,        715 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,apple                        ,       5000 , 20.8  ,134.22 ,199.89 ,      22.63 ,   92.33 ,5.93 ,  112.65
Haryana             ,Faridabad                 ,cabbage                      ,        450 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,carrot                       ,        450 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,cauliflower                  ,       2000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,grapes                       ,       4000 , 23.18 ,132.53 ,200.11 ,      23.85 ,   81.88 ,6.03 ,   69.61
Haryana             ,Faridabad                 ,green_chilli                 ,       2900 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,kinnow                       ,       1250 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,orange                       ,       2000 , 19.58 , 16.55 , 10.01 ,      22.77 ,   92.17 ,7.02 ,  110.48
Haryana             ,Faridabad                 ,peas_wet                     ,        900 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,pomegranate                  ,       4500 , 18.87 , 18.75 , 40.21 ,      21.84 ,   90.13 ,6.43 ,  107.53
Haryana             ,Faridabad                 ,potato                       ,        550 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,raddish                      ,        900 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Faridabad                 ,tomato                       ,       1750 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,banana                       ,       3000 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Haryana             ,Gurgaon                   ,bottle_gourd                 ,       2700 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,cabbage                      ,        550 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,carrot                       ,        400 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,cauliflower                  ,       1450 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,cucumbarkheera               ,       1400 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,grapes                       ,       3500 , 23.18 ,132.53 ,200.11 ,      23.85 ,   81.88 ,6.03 ,   69.61
Haryana             ,Gurgaon                   ,onion                        ,       1000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,orange                       ,       2200 , 19.58 , 16.55 , 10.01 ,      22.77 ,   92.17 ,7.02 ,  110.48
Haryana             ,Gurgaon                   ,papaya                       ,       1650 , 49.88 , 59.05 , 50.04 ,      33.72 ,   92.4  ,6.74 ,  142.63
Haryana             ,Gurgaon                   ,peas_wet                     ,       1500 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,pomegranate                  ,       4250 , 18.87 , 18.75 , 40.21 ,      21.84 ,   90.13 ,6.43 ,  107.53
Haryana             ,Gurgaon                   ,potato                       ,        650 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,raddish                      ,        750 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,spinach                      ,        750 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,tinda                        ,       1550 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Gurgaon                   ,tomato                       ,       1500 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Kurukshetra               ,potato                       ,        296 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Mewat                     ,apple                        ,       8000 , 20.8  ,134.22 ,199.89 ,      22.63 ,   92.33 ,5.93 ,  112.65
Haryana             ,Mewat                     ,banana                       ,       2000 ,100.23 , 82.01 , 50.05 ,      27.38 ,   80.36 ,5.98 ,  104.63
Haryana             ,Mewat                     ,berzizyphus_borehannu        ,       1300 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Mewat                     ,bhindiladies_finger          ,       6000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Mewat                     ,carrot                       ,        700 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Mewat                     ,chikoossapota                ,       3500 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Mewat                     ,cucumbarkheera               ,       3000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Mewat                     ,gingergreen                  ,       9000 ,       ,       ,       ,            ,         ,     ,
Haryana             ,Mewat                     ,grapes                       ,       3000 , 23.18 ,132.53 ,200.11 ,      23.85 ,   81.88 ,6.03 ,   69.61
Haryana             ,Mewat                     ,kinnow                       ,       1500 ,       ,       ,       ,            ,         ,     ,
