state,city,Annual,Kharif,Rabi,Autumn,Summer,Winter
meghalaya,east_garo_hil,212.87,417.88,66.9,168.53,220.2,10.8
meghalaya,ri-bhoi,176.41,369.88,53.3,154.77,148.73,13.37
meghalaya,south_garo_hi,204.98,420.38,60.4,166.37,193.2,8.97
meghalaya,w_khasi_hill,303.58,693.75,81.03,229.97,191.37,23.1
meghalaya,west_garo_hil,204.98,420.38,60.4,166.37,193.2,8.97
manipur,imphal_east,153.27,291.05,62.77,123.07,146.3,18.67
manipur,senapati,160.22,320.25,75.93,144.37,123.53,19.33
manipur,tamenglong,602.44,1307.0,175.77,415.47,398.63,95.1
manipur,chandel,220.62,501.78,103.6,223.07,97.73,14.67
manipur,ukhrul,129.08,264.38,61.73,113.73,85.23,21.23
manipur,thoubal,107.19,208.4,43.93,76.43,93.13,16.93
manipur,bishnupur,177.29,333.58,102.97,171.1,126.6,39.83
manipur,imphal_west,127.58,242.95,66.1,113.1,102.5,24.27
manipur,churachandpur,194.78,390.15,78.23,190.53,166.0,18.5
mizoram,aizawl,234.53,447.0,112.1,236.9,215.03,20.5
mizoram,champhai,180.72,338.12,104.57,195.77,155.73,19.23
mizoram,kolasib,221.67,423.12,94.2,213.17,210.5,22.1
mizoram,lunglei,227.59,466.58,106.63,240.63,172.53,11.97
mizoram,chhimtuipui,234.53,447.0,112.1,236.9,215.03,20.5
mizoram,lawngtlai,213.13,426.42,102.23,221.1,169.8,15.0
mizoram,mamit,234.53,447.0,112.1,236.9,215.03,20.5
mizoram,saiha,206.72,405.65,99.5,223.27,173.93,18.03
mizoram,serchhip,208.82,412.6,85.8,195.2,182.93,22.57
nagaland,kohima,152.07,327.0,56.03,140.1,102.53,15.73
nagaland,tuensang,173.33,346.52,58.27,135.3,156.2,20.4
nagaland,mokokchung,200.82,419.02,64.3,137.23,162.1,22.33
nagaland,dimapur,108.82,203.82,61.67,106.5,95.6,11.7
nagaland,wokha,208.14,417.18,66.63,153.77,188.87,26.33
nagaland,mon,111.66,205.98,29.8,61.23,126.67,18.03
nagaland,zunheboto,173.33,346.52,58.27,135.3,156.2,20.4
nagaland,phek,152.07,327.0,56.03,140.1,102.53,15.73
nagaland,kephrie,173.33,346.52,58.27,135.3,156.2,20.4
nagaland,longleng,173.33,346.52,58.27,135.3,156.2,20.4
nagaland,peren,152.07,327.0,56.03,140.1,102.53,15.73
tripura,north_tripura,220.15,381.92,77.33,166.23,277.1,21.3
tripura,south_tripura,206.28,406.05,76.43,158.23,194.4,16.13
tripura,west_tripura,190.56,349.08,75.57,155.67,208.73,15.93
tripura,dhalai,209.38,360.18,78.77,160.27,261.03,21.3
west_bengal,cooch_behar,286.97,684.4,54.9,209.1,172.17,11.07
west_bengal,darjeeling,259.88,610.08,48.53,212.83,150.17,30.67
west_bengal,jalpaiguri,289.03,689.48,61.7,222.07,166.1,11.4
west_bengal,malda,118.28,279.32,40.83,132.9,51.83,10.3
west_bengal,south_dinajpur,132.08,296.48,43.7,135.07,81.9,9.27
west_bengal,north_dinajpur,143.97,348.62,34.33,167.87,68.87,8.9
sikkim,north_sikkim,257.88,452.58,110.3,232.73,264.4,60.83
sikkim,east_sikkim,215.18,442.8,64.17,176.57,176.3,36.33
sikkim,west_sikkim,257.88,452.58,110.3,232.73,264.4,60.83
sikkim,south_sikkim,215.18,442.8,64.17,176.57,176.3,36.33
west_bengal,bankura,110.91,262.8,41.5,119.1,41.73,13.17
west_bengal,birbhum,116.07,276.5,42.17,130.63,43.6,11.7
west_bengal,burdwan,109.6,257.18,39.07,120.77,45.47,12.97
west_bengal,hooghly,118.22,266.98,41.67,120.47,62.43,15.13
west_bengal,howrah,133.33,302.85,46.83,145.33,70.33,15.73
west_bengal,purulia,113.61,273.62,38.6,124.97,39.33,14.2
west_bengal,murshidabad,115.92,269.82,47.93,131.17,46.67,11.5
west_bengal,nadia,105.13,238.75,39.47,108.23,52.8,12.53
west_bengal,north_24_parg,129.98,293.2,52.8,144.03,65.07,13.03
west_bengal,south_24_parg,174.0,388.15,96.8,212.5,68.23,16.67
west_bengal,east_midnapor,139.13,305.08,80.07,191.37,58.2,14.6
west_bengal,west_midnapor,127.96,291.52,43.23,133.73,67.8,13.87
west_bengal,kolkata,142.43,320.27,63.0,162.23,66.67,16.0
orissa,balasore,139.92,294.27,78.5,175.1,72.83,18.17
orissa,bolangir,114.23,293.52,29.8,101.2,26.77,11.1
orissa,kandhamal/phu,120.69,280.58,50.97,126.33,44.73,14.33
orissa,cuttack,126.64,290.62,56.4,136.57,48.8,15.37
orissa,dhenkanal,122.42,286.1,51.87,128.13,46.97,10.9
orissa,ganjam,108.71,208.35,92.67,159.87,52.37,14.93
orissa,kalahandi,116.92,301.9,30.17,105.17,28.37,8.2
orissa,keondjhargarh,119.72,264.12,47.93,121.27,62.8,17.9
orissa,koraput,135.21,315.7,61.1,148.97,52.97,7.1
orissa,mayurbhanj,138.39,313.97,49.57,140.4,73.17,14.2
orissa,puri,118.02,255.38,83.67,165.77,33.93,17.1
orissa,sambalpur,127.79,340.28,24.1,106.27,22.7,12.37
orissa,sundargarh,112.32,293.98,21.43,92.23,24.0,13.57
orissa,bhadrak,125.62,267.48,66.3,140.83,64.87,16.03
orissa,jajpur,128.44,288.7,58.03,142.1,57.8,14.97
orissa,kendrapara,128.38,272.12,85.2,170.93,51.83,15.5
orissa,angul,113.5,277.35,38.8,113.6,36.73,9.87
orissa,nawapara,99.78,254.3,27.03,86.8,24.93,9.97
orissa,malkangiri,131.06,331.02,44.67,121.3,35.77,2.7
orissa,nawarangpur,138.38,336.82,40.77,121.43,57.47,6.4
orissa,nayagarh,120.84,273.8,67.63,147.43,38.63,12.97
orissa,khurda,122.46,272.0,73.23,154.9,41.93,14.17
orissa,bargarh,105.41,281.45,21.03,91.97,17.47,9.57
orissa,jharsuguda,122.86,320.45,27.03,104.33,24.53,15.0
orissa,deogarh,127.79,340.28,24.1,106.27,22.7,12.37
orissa,rayagada,110.58,240.12,47.47,114.87,62.83,13.17
orissa,gajapati,121.84,232.58,69.07,142.83,93.37,16.57
orissa,jagatsinghapu,130.42,280.2,73.6,149.43,61.23,15.97
orissa,boudhgarh,120.69,280.58,50.97,126.33,44.73,14.33
orissa,sonepur,116.28,310.85,22.83,105.3,21.07,8.4
jharkhand,bokaro,103.96,262.05,32.77,114.2,25.17,10.63
jharkhand,dhanbad,112.93,280.58,38.73,127.03,29.1,11.87
jharkhand,dumka,115.12,274.23,47.47,133.1,37.43,11.8
jharkhand,hazaribag,99.67,251.48,32.9,103.87,20.67,12.8
jharkhand,palamu,91.32,243.62,19.43,93.63,11.0,12.03
jharkhand,ranchi,116.93,290.05,33.57,110.73,31.2,19.6
jharkhand,sahibganj,129.48,324.82,38.47,147.8,39.93,8.3
jharkhand,west_singhbhum,108.8,272.1,26.27,98.67,34.57,13.4
jharkhand,deoghar,96.84,244.05,29.77,109.87,23.7,9.6
jharkhand,giridih,104.39,266.25,31.33,109.37,24.1,9.03
jharkhand,godda,95.37,235.8,31.27,103.9,28.67,9.5
jharkhand,gumla,118.44,299.25,30.0,111.13,30.57,17.1
jharkhand,lohardaga,99.76,251.25,26.4,100.43,25.97,14.47
jharkhand,chatra,97.66,257.82,22.63,98.33,11.6,14.97
jharkhand,koderma,93.02,232.4,34.0,104.23,17.17,13.47
jharkhand,pakur,134.37,321.55,54.43,166.03,45.17,11.2
jharkhand,east_singhbhu,107.72,264.4,28.7,102.2,38.63,12.77
jharkhand,garhwa,86.82,231.95,20.17,93.73,9.3,10.3
jharkhand,seraikela-kha,113.3,283.88,29.17,110.83,32.5,14.83
jharkhand,jamtara,123.0,298.45,48.63,145.4,33.73,13.57
jharkhand,latehar,99.29,255.45,27.47,99.47,17.37,14.4
jharkhand,simdega,131.09,345.78,25.87,117.53,24.8,14.73
jharkhand,khunti(ranchi,123.57,312.77,32.57,118.6,29.0,18.8
jharkhand,ramgarh,104.02,263.45,28.57,104.5,27.1,11.73
bihar,bhagalpur,100.66,244.32,34.5,108.2,32.97,11.53
bihar,east_champaran,99.81,255.4,27.87,94.6,23.37,9.47
bihar,darbhanga,93.63,231.15,26.67,87.2,31.17,10.07
bihar,gaya,83.66,219.68,22.3,80.57,10.93,10.4
bihar,munger,95.57,243.5,27.9,103.2,23.07,8.57
bihar,muzaffarpur,96.21,245.27,25.5,91.33,24.87,9.03
bihar,west_champaran,122.67,318.75,26.73,106.8,29.13,12.87
bihar,purnea,133.18,328.32,32.87,129.1,56.07,8.37
bihar,gopalganj,94.62,247.48,23.03,94.1,17.03,10.87
bihar,madhubani,107.78,264.88,31.27,91.13,39.8,10.9
bihar,aurangabad,81.24,214.9,19.37,81.9,9.3,11.77
bihar,begusarai,90.89,230.4,24.4,94.33,26.47,7.3
bihar,bhojpur,87.62,231.1,19.7,85.73,14.03,10.43
bihar,nalanda,83.52,219.2,20.5,86.03,14.37,8.83
bihar,patna,89.57,235.32,22.33,93.5,14.7,8.87
bihar,katihar,111.89,277.47,27.77,116.07,43.27,7.93
bihar,khagaria,102.82,264.42,31.03,118.07,23.13,5.87
bihar,saran,93.65,243.38,23.73,93.37,17.8,10.4
bihar,madhepura,116.06,288.38,30.47,114.23,42.13,9.73
bihar,nawada,86.82,224.15,24.47,84.07,16.43,9.1
bihar,rohtas,79.09,208.62,19.97,82.0,9.63,10.2
bihar,samastipur,99.36,256.3,25.03,105.23,22.93,9.0
bihar,sitamarhi,107.76,271.1,27.83,85.1,35.67,8.7
bihar,siwan,94.62,251.05,18.9,97.17,15.6,10.97
bihar,vaishali,98.04,255.4,27.53,100.8,16.2,9.2
bihar,jahanabad,78.05,205.1,17.53,81.1,14.4,8.73
bihar,buxar,81.28,215.3,21.77,86.9,9.37,8.53
bihar,araria,136.02,336.75,32.23,123.23,55.57,9.03
bihar,banka,87.88,216.48,31.97,101.73,24.43,8.33
bihar,bhabua,93.86,248.77,18.1,100.3,11.37,16.4
bihar,jamui,92.28,237.95,27.9,101.03,17.83,7.37
bihar,kishanganj,174.22,438.88,30.6,144.0,74.97,7.67
bihar,sheikhpura,84.03,216.42,23.13,84.67,17.13,8.97
bihar,supaul,106.15,263.9,27.63,96.4,39.67,6.67
bihar,lakhisarai,95.57,243.5,27.9,103.2,23.07,8.57
bihar,sheohar,107.76,271.1,27.83,85.1,35.67,8.7
bihar,arwal,72.87,197.42,14.13,73.47,6.53,8.87
bihar,saharsa,141.08,352.02,36.1,129.7,53.17,9.0
uttar_pradesh,allahabad,75.22,202.18,16.2,75.43,5.93,10.7
uttar_pradesh,azamgarh,88.19,238.18,17.47,93.33,10.13,8.93
uttar_pradesh,bahraich,95.72,248.45,21.2,86.37,18.13,15.57
uttar_pradesh,ballia,77.35,206.8,16.53,70.2,10.73,7.27
uttar_pradesh,banda,78.6,210.1,16.9,70.93,7.63,12.67
uttar_pradesh,barabanki,87.95,232.62,20.63,92.5,10.57,13.33
uttar_pradesh,basti,88.56,235.9,18.73,83.03,12.37,11.1
uttar_pradesh,deoria,90.58,237.72,20.9,86.07,13.97,12.37
uttar_pradesh,faizabad,92.83,247.42,20.9,88.13,10.17,13.3
uttar_pradesh,farrukhabad,71.11,185.85,19.3,65.37,8.6,9.87
uttar_pradesh,fatehpur,76.27,203.12,17.4,75.7,6.83,12.63
uttar_pradesh,ghazipur,82.98,220.75,20.37,90.2,8.87,9.13
uttar_pradesh,gonda,96.68,256.8,23.23,96.97,12.3,11.77
uttar_pradesh,gorakhpur,111.52,293.88,27.8,109.17,16.53,12.57
uttar_pradesh,hardoi,76.52,196.98,22.27,75.97,10.73,12.6
uttar_pradesh,jaunpur,80.68,218.52,15.03,87.3,7.77,10.4
uttar_pradesh,kanpur_nagar,67.2,174.2,21.53,67.23,5.43,11.97
uttar_pradesh,kheri_lakhimp,90.44,231.53,24.73,86.67,15.8,15.33
uttar_pradesh,lucknow,73.77,193.12,19.6,73.93,7.87,12.4
uttar_pradesh,mirzapur,83.6,225.28,15.8,91.3,8.03,11.83
uttar_pradesh,pratapgarh,78.63,212.95,15.87,79.4,6.37,10.53
uttar_pradesh,rae_bareli,71.08,187.58,21.0,74.33,5.47,10.43
uttar_pradesh,sitapur,83.61,216.2,24.1,88.13,11.87,13.03
uttar_pradesh,sultanpur,78.71,210.18,18.0,76.53,9.3,9.37
uttar_pradesh,unnao,75.6,197.58,21.87,76.67,7.1,12.43
uttar_pradesh,varanasi,86.47,230.88,18.4,95.43,8.67,12.8
uttar_pradesh,sonbhadra,85.42,229.22,15.9,83.9,9.5,13.0
uttar_pradesh,maharajganj,115.76,303.52,27.6,103.53,21.6,11.0
uttar_pradesh,mau,93.44,251.18,19.3,93.43,11.3,9.67
uttar_pradesh,siddharth_ngr,95.48,252.48,24.27,87.57,12.37,11.23
uttar_pradesh,kushinagar,110.55,289.6,27.7,105.47,19.9,10.97
uttar_pradesh,ambedkar_nagar,84.44,226.2,16.7,82.07,10.87,10.7
uttar_pradesh,kannauj,75.19,194.18,23.23,75.4,9.63,10.8
uttar_pradesh,balrampur,103.99,267.92,28.13,96.27,18.7,15.43
uttar_pradesh,kaushambi,71.81,191.4,16.67,69.63,6.3,11.5
uttar_pradesh,sahuji_mahara,82.19,221.48,16.97,83.87,6.73,11.9
uttar_pradesh,kanpur_dehat,71.43,191.25,17.6,71.67,4.83,10.13
uttar_pradesh,chandauli,79.13,211.52,15.23,74.33,9.07,11.43
uttar_pradesh,sant_kabir_ngr,92.55,247.68,19.53,81.93,12.13,10.47
uttar_pradesh,sant_ravidas,79.13,211.52,15.23,74.33,9.07,11.43
uttar_pradesh,shravasti_ngr,95.72,248.45,21.2,86.37,18.13,15.57
uttar_pradesh,agra,64.55,171.8,12.6,52.83,7.4,10.7
uttar_pradesh,aligarh,64.25,163.92,16.6,58.83,11.13,12.9
uttar_pradesh,bareilly,83.05,213.45,22.23,75.37,12.3,15.2
uttar_pradesh,bijnor,90.26,228.55,19.43,68.4,17.13,23.7
uttar_pradesh,badaun,73.73,189.5,22.47,68.33,9.97,11.8
uttar_pradesh,bulandshahar,64.92,167.68,15.97,59.6,10.33,12.3
uttar_pradesh,etah,59.53,153.82,16.07,54.17,8.63,9.77
uttar_pradesh,etawah,69.13,182.0,17.93,66.53,7.4,10.5
uttar_pradesh,hamirpur,73.48,199.23,14.4,67.13,4.7,11.2
uttar_pradesh,jalaun,72.62,193.72,18.7,69.9,5.27,10.0
uttar_pradesh,jhansi,77.62,209.48,16.77,73.67,6.23,10.37
uttar_pradesh,lalitpur,86.22,234.82,16.07,71.37,5.57,12.6
uttar_pradesh,mainpuri,62.37,163.83,16.67,60.13,7.27,9.17
uttar_pradesh,mathura,54.66,144.98,10.67,43.23,7.83,8.37
uttar_pradesh,meerut,76.5,194.62,19.4,65.27,13.27,17.57
uttar_pradesh,moradabad,82.74,213.8,19.97,69.23,11.17,17.73
uttar_pradesh,muzaffarnagar,72.42,184.2,17.7,59.3,11.53,19.0
uttar_pradesh,pilibhit,96.28,247.15,28.63,94.63,14.37,15.23
uttar_pradesh,rampur,88.13,228.88,16.37,64.6,16.27,18.43
uttar_pradesh,saharanpur,80.32,201.15,19.23,58.07,16.07,22.77
uttar_pradesh,shahjahanpur,84.23,214.8,26.4,79.1,12.67,13.87
uttar_pradesh,ghaziabad,63.86,160.43,16.7,56.67,12.2,15.33
uttar_pradesh,firozabad,63.79,169.08,14.47,60.07,7.2,9.73
uttar_pradesh,mahoba,71.09,194.1,11.77,60.8,4.47,11.23
uttar_pradesh,mahamaya_naga,59.23,156.35,12.8,50.93,8.37,8.9
uttar_pradesh,auraiya,67.66,175.0,20.07,66.47,7.23,11.93
uttar_pradesh,bagpat,53.84,136.33,11.17,38.23,11.23,13.53
uttar_pradesh,jyotiba_phule,76.45,195.75,20.57,66.47,11.4,15.43
uttar_pradesh,gautam_buddha,55.78,143.2,14.87,54.93,7.8,11.3
uttar_pradesh,kanshiram_nag,68.2,175.38,20.63,68.83,9.67,10.53
uttaranchal,almora,96.44,214.6,28.77,71.53,39.87,38.0
uttaranchal,chamoli,105.58,214.82,26.1,61.83,64.73,53.27
uttaranchal,dehradun,176.99,450.52,32.0,111.73,41.6,40.5
uttaranchal,garhwal_pauri,122.0,303.38,27.0,85.63,31.07,31.4
uttaranchal,nainital,145.31,359.78,34.87,116.83,37.67,34.3
uttaranchal,pithoragarh,174.83,421.98,32.37,123.8,68.43,42.33
uttaranchal,garhwal_tehri,115.42,261.77,29.07,77.13,47.97,45.1
uttaranchal,uttarkashi,135.48,287.15,32.63,96.03,78.5,56.23
uttaranchal,haridwar,95.32,240.47,16.23,63.63,21.47,27.83
uttaranchal,champawat,135.33,329.92,36.1,106.67,37.7,35.17
uttaranchal,rudraprayag,179.24,417.78,32.23,100.77,78.07,59.77
uttaranchal,udham_singh_n,109.49,279.97,29.13,93.93,19.2,19.47
uttaranchal,bageshwar,96.44,214.6,28.77,71.53,39.87,38.0
haryana,ambala,92.06,229.15,21.37,73.6,17.83,30.47
haryana,gurgaon,45.33,118.07,7.5,32.77,9.1,8.73
haryana,hisar,33.45,81.27,7.17,24.97,10.53,9.07
haryana,jind,42.42,103.9,8.57,35.5,10.9,13.3
haryana,karnal,59.53,144.25,14.77,42.23,13.8,21.3
haryana,mahendragarh,39.68,98.85,8.17,23.6,11.2,9.87
haryana,rohtak,51.5,127.0,9.03,29.27,15.6,14.67
haryana,bhiwani,34.96,87.12,7.07,24.53,8.27,9.53
haryana,faridabad,58.13,150.05,10.47,48.8,12.4,11.83
haryana,kurukshetra,57.62,140.75,12.93,39.93,13.83,19.4
haryana,sirsa,26.12,60.52,7.03,18.63,9.23,8.47
haryana,sonepat(rtk),53.68,133.58,11.4,37.17,13.57,14.3
haryana,yamunanagar,92.25,223.02,21.37,62.43,24.47,32.9
haryana,kaithal,38.88,96.0,7.67,30.5,8.87,12.6
haryana,panipat,52.01,130.43,11.33,37.67,10.67,14.63
haryana,rewari,41.02,108.95,6.83,28.6,6.03,7.2
haryana,fatehabad,30.38,70.75,7.0,22.5,10.97,10.9
haryana,jhajjar,40.75,104.32,6.33,28.93,9.27,9.83
haryana,panchkula,95.68,237.6,16.53,67.37,22.4,33.23
haryana,mewat,47.67,125.45,9.97,41.37,7.1,8.03
haryana,palwal(frd),42.34,111.72,8.77,36.57,5.97,6.73
chandigarh,chandigarh,89.22,211.05,21.7,65.33,26.03,35.53
delhi,new_delhi,62.26,159.05,11.57,45.43,14.5,13.77
delhi,central_delhi,62.26,159.05,11.57,45.43,14.5,13.77
delhi,east_delhi,62.26,159.05,11.57,45.43,14.5,13.77
delhi,north_delhi,62.26,159.05,11.57,45.43,14.5,13.77
delhi,ne_delhi,62.26,159.05,11.57,45.43,14.5,13.77
delhi,sw_delhi,62.26,159.05,11.57,45.43,14.5,13.77
delhi,nw_delhi,62.26,159.05,11.57,45.43,14.5,13.77
delhi,south_delhi,62.26,159.05,11.57,45.43,14.5,13.77
delhi,west_delhi,62.26,159.05,11.57,45.43,14.5,13.77
punjab,amritsar,60.14,134.4,17.1,41.77,24.47,24.8
punjab,bathinda,33.99,80.25,9.1,28.13,10.23,11.43
punjab,ferozepur,37.97,88.08,9.03,28.43,15.33,13.3
punjab,gurdaspur,92.71,206.95,24.67,58.13,33.6,45.23
punjab,hoshiarpur,77.76,179.48,20.27,55.53,25.4,32.73
punjab,jalandhar,59.92,137.88,15.27,46.73,21.53,24.6
punjab,kapurthala,47.33,105.65,15.8,39.83,16.47,19.73
punjab,ludhiana,57.13,133.55,15.27,44.27,18.4,21.7
punjab,patiala,62.67,153.8,13.3,47.1,15.17,21.97
punjab,rupnagar,79.71,182.12,18.67,50.7,30.5,34.53
punjab,sangrur,46.45,109.2,12.67,36.93,15.0,16.83
punjab,faridkot,34.63,81.28,7.03,26.3,13.0,12.63
punjab,moga,38.38,88.5,10.5,29.27,13.47,14.07
punjab,nawanshahr,83.8,197.15,21.53,59.5,24.57,34.53
punjab,fatehgarh_sah,56.92,136.77,14.33,44.1,15.43,21.23
punjab,muktsar,33.29,77.95,7.4,24.93,12.03,12.3
punjab,mansa,34.98,83.7,8.97,30.47,9.13,12.33
punjab,barnala,37.45,88.9,10.37,33.53,10.37,13.5
punjab,sas_nagar(mga),68.23,161.12,16.07,48.27,22.63,26.27
punjab,tarn_taran,37.43,84.2,10.6,30.2,14.77,15.27
himachal,bilaspur,99.77,219.25,23.23,64.87,40.4,52.67
himachal,chamba,166.42,351.6,42.27,99.37,74.97,98.4
himachal,kangra,168.32,395.52,34.87,99.27,56.63,67.97
himachal,kinnaur,69.7,66.05,33.87,41.23,86.9,86.2
himachal,kullu,90.68,129.93,32.57,47.33,95.6,75.4
himachal,lahul_&_spiti,104.07,114.55,47.83,61.07,125.73,110.53
himachal,mandi,125.58,273.35,26.87,67.23,64.77,56.5
himachal,hamirpur,119.02,269.72,28.67,71.53,42.97,55.13
himachal,shimla,86.78,158.48,24.93,53.27,64.43,55.9
himachal,sirmaur,134.86,331.15,29.1,81.1,31.57,48.6
himachal,solan,113.85,250.02,29.67,75.53,46.43,56.6
himachal,una,92.56,215.68,23.9,64.13,28.3,38.5
jammu_and_kashmir,anantnag,80.8,71.28,44.47,42.8,122.4,79.77
jammu_and_kashmir,baramulla,94.33,61.92,54.77,43.17,148.97,117.97
jammu_and_kashmir,doda,111.29,110.35,57.17,61.33,147.13,121.77
jammu_and_kashmir,jammu,100.94,215.12,27.3,51.2,48.67,52.53
jammu_and_kashmir,kathua,105.68,245.5,21.2,55.03,25.97,56.9
jammu_and_kashmir,ladakh_(leh),7.88,9.9,4.93,6.47,8.27,6.47
jammu_and_kashmir,udhampur,164.49,344.3,42.57,95.77,80.07,96.37
jammu_and_kashmir,badgam,55.98,46.6,29.53,33.67,91.4,50.2
jammu_and_kashmir,kupwara,94.39,63.3,57.03,44.87,165.0,93.8
jammu_and_kashmir,pulwama,42.05,37.85,18.33,23.3,69.17,37.27
jammu_and_kashmir,srinagar,56.13,46.08,35.0,30.37,86.27,56.6
jammu_and_kashmir,kargil,18.61,12.42,18.53,14.57,22.27,23.9
jammu_and_kashmir,poonch,122.84,190.12,41.13,58.67,109.03,106.23
jammu_and_kashmir,rajouri,79.77,162.38,23.33,50.13,37.23,48.63
jammu_and_kashmir,bandipore,58.37,42.15,32.43,32.83,90.83,64.9
jammu_and_kashmir,ganderwal,56.13,46.08,35.0,30.37,86.27,56.6
jammu_and_kashmir,kulgam/(ant),73.24,67.22,31.3,44.83,123.2,58.17
jammu_and_kashmir,shopan,68.23,66.42,33.47,35.5,110.4,53.77
jammu_and_kashmir,samba,100.94,215.12,27.3,51.2,48.67,52.53
jammu_and_kashmir,kistwar,111.29,110.35,57.17,61.33,147.13,121.77
jammu_and_kashmir,reasi,149.71,330.65,37.1,98.8,56.03,83.8
jammu_and_kashmir,ramban(dda),110.7,100.15,61.0,57.5,136.5,144.2
rajasthan,barmer,22.38,60.85,2.57,16.0,4.87,1.1
rajasthan,bikaner,22.83,57.18,3.1,15.37,8.03,4.77
rajasthan,churu,30.8,78.42,4.9,20.0,9.2,5.33
rajasthan,sri_ganganaga,21.08,50.35,3.2,12.3,9.3,6.13
rajasthan,jaisalmer,15.1,39.6,1.87,9.13,4.2,1.87
rajasthan,jalore,35.59,98.55,5.93,27.73,4.07,1.3
rajasthan,jodhpur,25.68,68.62,2.87,16.7,6.33,2.33
rajasthan,nagaur,32.84,87.12,4.43,19.3,7.57,4.13
rajasthan,pali,40.48,111.68,5.9,30.37,5.03,2.47
rajasthan,hanumangarh,25.13,63.13,3.13,13.5,7.87,6.17
rajasthan,ajmer,38.52,107.4,4.57,24.07,4.4,2.4
rajasthan,alwar,52.58,138.83,9.63,41.67,8.97,8.2
rajasthan,banswara,73.58,207.95,13.4,61.43,2.57,2.17
rajasthan,bharatpur,51.76,139.4,8.33,41.27,6.77,7.37
rajasthan,bhilwara,52.52,145.22,7.8,36.43,5.77,4.1
rajasthan,bundi,58.8,163.98,9.53,42.1,4.07,4.17
rajasthan,chittorgarh,63.78,177.42,11.23,49.9,5.37,2.73
rajasthan,dungarpur,56.48,159.45,10.03,45.9,2.53,1.67
rajasthan,jaipur,48.1,131.15,5.7,29.2,7.1,5.6
