state,district,crop,modal_price
Tripura,Sepahijala,Brinjal,1500
Tripura,Sepahijala,Cabbage,700
Tripura,Sepahijala,Cauliflower,3000
Tripura,Sepahijala,Cucumbar(Kheera),3500
Tripura,Sepahijala,Ginger(Green),6500
Tripura,Sepahijala,Papaya (Raw),1200
Tripura,South District,Onion,1850
Tripura,South District,Potato,750
Uttar Pradesh,Agra,Bajra(Pearl Millet/Cumbu),1730
Uttar Pradesh,Agra,Banana,1550
Uttar Pradesh,Agra,Barley (Jau),1830
Uttar Pradesh,Agra,Bottle gourd,1000
Uttar Pradesh,Agra,Brinjal,850
Uttar Pradesh,Agra,Cabbage,600
Uttar Pradesh,Agra,Carrot,460
Uttar Pradesh,Agra,Cauliflower,650
Uttar Pradesh,Agra,Ginger(Green),4550
Uttar Pradesh,Agra,Green Chilli,2250
Uttar Pradesh,Agra,Gur(Jaggery),2570
Uttar Pradesh,Agra,Lemon,3000
Uttar Pradesh,Agra,Mustard,3400
Uttar Pradesh,Agra,Onion,800
Uttar Pradesh,Agra,Potato,530
Uttar Pradesh,Agra,Pumpkin,540
Uttar Pradesh,Agra,Raddish,650
Uttar Pradesh,Agra,Rice,2540
Uttar Pradesh,Agra,Spinach,650
Uttar Pradesh,Agra,Tomato,840
Uttar Pradesh,Agra,Wheat,1930
Uttar Pradesh,Agra,Apple,5850
Uttar Pradesh,Agra,Bajra(Pearl Millet/Cumbu),1780
Uttar Pradesh,Agra,Banana,950
Uttar Pradesh,Agra,Barley (Jau),1720
Uttar Pradesh,Agra,Bhindi(Ladies Finger),1820
Uttar Pradesh,Agra,Bottle gourd,1550
Uttar Pradesh,Agra,Brinjal,850
Uttar Pradesh,Agra,Cabbage,450
Uttar Pradesh,Agra,Cauliflower,650
Uttar Pradesh,Agra,Cucumbar(Kheera),1550
Uttar Pradesh,Agra,Ginger(Green),1820
Uttar Pradesh,Agra,Green Chilli,1550
Uttar Pradesh,Agra,Guava,1520
Uttar Pradesh,Agra,Gur(Jaggery),2820
Uttar Pradesh,Agra,Lemon,2550
Uttar Pradesh,Agra,Mousambi(Sweet Lime),2250
Uttar Pradesh,Agra,Mustard,3300
Uttar Pradesh,Agra,Onion,900
Uttar Pradesh,Agra,Papaya,1050
Uttar Pradesh,Agra,Potato,450
Uttar Pradesh,Agra,Pumpkin,850
Uttar Pradesh,Agra,Raddish,450
Uttar Pradesh,Agra,Rice,2300
Uttar Pradesh,Agra,Tomato,450
Uttar Pradesh,Agra,Wheat,1880
Uttar Pradesh,Agra,Apple,5550
Uttar Pradesh,Agra,Bajra(Pearl Millet/Cumbu),1730
Uttar Pradesh,Agra,Banana,1530
Uttar Pradesh,Agra,Barley (Jau),1800
Uttar Pradesh,Agra,Bhindi(Ladies Finger),3400
Uttar Pradesh,Agra,Bottle gourd,1000
Uttar Pradesh,Agra,Brinjal,850
Uttar Pradesh,Agra,Cabbage,550
Uttar Pradesh,Agra,Cauliflower,650
Uttar Pradesh,Agra,Green Chilli,2250
Uttar Pradesh,Agra,Gur(Jaggery),2580
Uttar Pradesh,Agra,Lemon,3000
Uttar Pradesh,Agra,Mustard,3450
Uttar Pradesh,Agra,Onion,850
Uttar Pradesh,Agra,Potato,540
Uttar Pradesh,Agra,Pumpkin,1150
Uttar Pradesh,Agra,Raddish,600
Uttar Pradesh,Agra,Rice,2540
Uttar Pradesh,Agra,Wheat,1930
Uttar Pradesh,Agra,Apple,5200
Uttar Pradesh,Agra,Bajra(Pearl Millet/Cumbu),1760
Uttar Pradesh,Agra,Banana,1100
Uttar Pradesh,Agra,Bottle gourd,1000
Uttar Pradesh,Agra,Brinjal,1050
Uttar Pradesh,Agra,Cabbage,640
Uttar Pradesh,Agra,Carrot,580
Uttar Pradesh,Agra,Cauliflower,590
Uttar Pradesh,Agra,Ginger(Green),2750
Uttar Pradesh,Agra,Green Chilli,1080
Uttar Pradesh,Agra,Lemon,2050
Uttar Pradesh,Agra,Onion,850
Uttar Pradesh,Agra,Papaya,1040
Uttar Pradesh,Agra,Peas Wet,780
Uttar Pradesh,Agra,Potato,500
Uttar Pradesh,Agra,Pumpkin,520
Uttar Pradesh,Agra,Raddish,350
Uttar Pradesh,Agra,Tomato,950
Uttar Pradesh,Agra,Wheat,1830
Uttar Pradesh,Agra,Apple,5550
Uttar Pradesh,Agra,Bajra(Pearl Millet/Cumbu),1730
Uttar Pradesh,Agra,Banana,1540
Uttar Pradesh,Agra,Barley (Jau),1820
Uttar Pradesh,Agra,Bhindi(Ladies Finger),3350
Uttar Pradesh,Agra,Bottle gourd,1000
Uttar Pradesh,Agra,Brinjal,850
Uttar Pradesh,Agra,Cabbage,550
Uttar Pradesh,Agra,Carrot,460
Uttar Pradesh,Agra,Cauliflower,650
Uttar Pradesh,Agra,Green Chilli,2250
Uttar Pradesh,Agra,Gur(Jaggery),2580
Uttar Pradesh,Agra,Lemon,3000
Uttar Pradesh,Agra,Mousambi(Sweet Lime),2650
Uttar Pradesh,Agra,Mustard,3400
Uttar Pradesh,Agra,Onion,800
Uttar Pradesh,Agra,Papaya,2150
Uttar Pradesh,Agra,Potato,530
Uttar Pradesh,Agra,Pumpkin,1150
Uttar Pradesh,Agra,Raddish,650
Uttar Pradesh,Agra,Rice,2540
Uttar Pradesh,Agra,Tomato,850
Uttar Pradesh,Agra,Wheat,1925
Uttar Pradesh,Agra,Bajra(Pearl Millet/Cumbu),1850
Uttar Pradesh,Agra,Barley (Jau),1850
Uttar Pradesh,Agra,Brinjal,600
Uttar Pradesh,Agra,Carrot,600
Uttar Pradesh,Agra,Cauliflower,500
Uttar Pradesh,Agra,Colacasia,2100
Uttar Pradesh,Agra,Green Chilli,1200
Uttar Pradesh,Agra,Groundnut,5000
Uttar Pradesh,Agra,Gur(Jaggery),5000
Uttar Pradesh,Agra,Mustard,3500
Uttar Pradesh,Agra,Onion,800
Uttar Pradesh,Agra,Peas Wet,800
Uttar Pradesh,Agra,Potato,500
Uttar Pradesh,Agra,Raddish,500
Uttar Pradesh,Agra,Tomato,500
Uttar Pradesh,Agra,Wheat,2000
Uttar Pradesh,Aligarh,Bajra(Pearl Millet/Cumbu),1840
Uttar Pradesh,Aligarh,Brinjal,440
Uttar Pradesh,Aligarh,Carrot,390
Uttar Pradesh,Aligarh,Cauliflower,490
Uttar Pradesh,Aligarh,Green Chilli,790
Uttar Pradesh,Aligarh,Maize,1940
Uttar Pradesh,Aligarh,Potato,540
Uttar Pradesh,Aligarh,Pumpkin,740
Uttar Pradesh,Aligarh,Raddish,290
Uttar Pradesh,Aligarh,Tomato,990
Uttar Pradesh,Allahabad,Gur(Jaggery),3000
Uttar Pradesh,Allahabad,Onion,650
Uttar Pradesh,Allahabad,Potato,600
Uttar Pradesh,Baghpat,Brinjal,1200
Uttar Pradesh,Baghpat,Carrot,500
Uttar Pradesh,Baghpat,Cauliflower,1200
Uttar Pradesh,Baghpat,Green Chilli,2500
Uttar Pradesh,Baghpat,Onion,1000
Uttar Pradesh,Baghpat,Potato,600
Uttar Pradesh,Baghpat,Raddish,350
Uttar Pradesh,Baghpat,Tomato,1200
Uttar Pradesh,Baghpat,Apple,4900
Uttar Pradesh,Baghpat,Banana - Green,1030
Uttar Pradesh,Baghpat,Bengal Gram(Gram)(Whole),5100
Uttar Pradesh,Baghpat,Brinjal,750
Uttar Pradesh,Baghpat,Carrot,650
Uttar Pradesh,Baghpat,Cauliflower,750
Uttar Pradesh,Baghpat,Chikoos(Sapota),2300
Uttar Pradesh,Baghpat,Cucumbar(Kheera),850
Uttar Pradesh,Baghpat,Ginger(Green),2700
Uttar Pradesh,Baghpat,Green Chilli,1600
Uttar Pradesh,Baghpat,Guava,1400
Uttar Pradesh,Baghpat,Gur(Jaggery),2500
Uttar Pradesh,Baghpat,Onion,900
Uttar Pradesh,Baghpat,Papaya,1100
Uttar Pradesh,Baghpat,Pomegranate,4300
Uttar Pradesh,Baghpat,Potato,650
Uttar Pradesh,Baghpat,Pumpkin,500
Uttar Pradesh,Baghpat,Raddish,500
Uttar Pradesh,Baghpat,Tomato,850
Uttar Pradesh,Baghpat,Wheat,1850
Uttar Pradesh,Bahraich,Gur(Jaggery),2000
Uttar Pradesh,Bahraich,Paddy(Dhan)(Common),1500
Uttar Pradesh,Bahraich,Tomato,450
Uttar Pradesh,Bahraich,Paddy(Dhan)(Common),1510
Uttar Pradesh,Bahraich,Apple,5350
Uttar Pradesh,Bahraich,Banana,900
Uttar Pradesh,Bahraich,Bhindi(Ladies Finger),1150
Uttar Pradesh,Bahraich,Brinjal,500
Uttar Pradesh,Bahraich,Fish,4300
Uttar Pradesh,Bahraich,Grapes,4500
Uttar Pradesh,Bahraich,Green Chilli,1500
Uttar Pradesh,Bahraich,Gur(Jaggery),2500
Uttar Pradesh,Bahraich,Lemon,2350
Uttar Pradesh,Bahraich,Onion,785
Uttar Pradesh,Bahraich,Paddy(Dhan)(Common),1500
Uttar Pradesh,Bahraich,Potato,675
Uttar Pradesh,Bahraich,Rice,2150
Uttar Pradesh,Bahraich,Tomato,700
Uttar Pradesh,Bahraich,Wheat,1800
Uttar Pradesh,Ballia,Banana,1750
Uttar Pradesh,Ballia,Gur(Jaggery),4300
Uttar Pradesh,Ballia,Onion,1150
Uttar Pradesh,Ballia,Potato,1050
Uttar Pradesh,Ballia,Rice,2100
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Apple,3500
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Kinnow,900
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Onion,700
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Pomegranate,3800
Uttar Pradesh,Bhadohi(Sant Ravi Nagar),Potato,400
Uttar Pradesh,Bulandshahar,Bajra(Pearl Millet/Cumbu),1590
Uttar Pradesh,Bulandshahar,Banana,1190
Uttar Pradesh,Bulandshahar,Bhindi(Ladies Finger),590
Uttar Pradesh,Bulandshahar,Bottle gourd,690
Uttar Pradesh,Bulandshahar,Brinjal,580
Uttar Pradesh,Bulandshahar,Carrot,690
Uttar Pradesh,Bulandshahar,Cauliflower,590
Uttar Pradesh,Bulandshahar,Maize,1490
Uttar Pradesh,Bulandshahar,Mustard,3590
Uttar Pradesh,Bulandshahar,Onion,1190
Uttar Pradesh,Bulandshahar,Potato,590
Uttar Pradesh,Bulandshahar,Pumpkin,690
Uttar Pradesh,Bulandshahar,Tomato,690
Uttar Pradesh,Bulandshahar,Wheat,1735
Uttar Pradesh,Bulandshahar,Brinjal,445
Uttar Pradesh,Bulandshahar,Carrot,430
Uttar Pradesh,Bulandshahar,Cauliflower,410
Uttar Pradesh,Bulandshahar,Green Chilli,1005
Uttar Pradesh,Bulandshahar,Guava,910
Uttar Pradesh,Bulandshahar,Onion,985
Uttar Pradesh,Bulandshahar,Potato,440
Uttar Pradesh,Bulandshahar,Raddish,220
Uttar Pradesh,Bulandshahar,Tomato,710
Uttar Pradesh,Bulandshahar,Carrot,460
Uttar Pradesh,Bulandshahar,Cauliflower,550
Uttar Pradesh,Bulandshahar,Green Chilli,960
Uttar Pradesh,Bulandshahar,Gur(Jaggery),2200
Uttar Pradesh,Bulandshahar,Onion,560
Uttar Pradesh,Bulandshahar,Potato,410
Uttar Pradesh,Bulandshahar,Tomato,860
Uttar Pradesh,Chitrakut,Arhar (Tur/Red Gram)(Whole),4475
Uttar Pradesh,Chitrakut,Bengal Gram(Gram)(Whole),3875
Uttar Pradesh,Chitrakut,Mustard,3475
Uttar Pradesh,Chitrakut,Rice,1775
Uttar Pradesh,Chitrakut,Wheat,1925
Uttar Pradesh,Etah,Bajra(Pearl Millet/Cumbu),1830
Uttar Pradesh,Etah,Banana - Green,900
Uttar Pradesh,Etah,Brinjal,700
Uttar Pradesh,Etah,Carrot,500
Uttar Pradesh,Etah,Cauliflower,600
Uttar Pradesh,Etah,Colacasia,1100
Uttar Pradesh,Etah,Field Pea,500
Uttar Pradesh,Etah,Garlic,800
Uttar Pradesh,Etah,Ginger(Green),3900
Uttar Pradesh,Etah,Green Chilli,1300
Uttar Pradesh,Etah,Mustard,3100
Uttar Pradesh,Etah,Onion,700
Uttar Pradesh,Etah,Potato,500
Uttar Pradesh,Etah,Tobacco,1900
Uttar Pradesh,Etah,Tomato,700
Uttar Pradesh,Etah,Wheat,1900
Uttar Pradesh,Etawah,Bajra(Pearl Millet/Cumbu),1650
Uttar Pradesh,Etawah,Brinjal,600
Uttar Pradesh,Etawah,Carrot,750
Uttar Pradesh,Etawah,Cauliflower,450
Uttar Pradesh,Etawah,Green Chilli,1250
Uttar Pradesh,Etawah,Green Peas,650
Uttar Pradesh,Etawah,Guava,950
Uttar Pradesh,Etawah,Potato,400
Uttar Pradesh,Etawah,Pumpkin,550
Uttar Pradesh,Etawah,Raddish,500
Uttar Pradesh,Etawah,Tomato,700
Uttar Pradesh,Farukhabad,Maize,1650
Uttar Pradesh,Farukhabad,Potato,430
Uttar Pradesh,Farukhabad,Wheat,1870
Uttar Pradesh,Fatehpur,Potato,490
Uttar Pradesh,Fatehpur,Gur(Jaggery),2500
Uttar Pradesh,Fatehpur,Paddy(Dhan)(Common),1750
Uttar Pradesh,Fatehpur,Wheat,1950
Uttar Pradesh,Gautam Budh Nagar,Brinjal,600
Uttar Pradesh,Gautam Budh Nagar,Cabbage,500
Uttar Pradesh,Gautam Budh Nagar,Carrot,400
Uttar Pradesh,Gautam Budh Nagar,Green Chilli,900
Uttar Pradesh,Gautam Budh Nagar,Potato,500
Uttar Pradesh,Gautam Budh Nagar,Tomato,700
Uttar Pradesh,Ghaziabad,Apple,5850
Uttar Pradesh,Ghaziabad,Arhar Dal(Tur Dal),6080
Uttar Pradesh,Ghaziabad,Banana,1260
Uttar Pradesh,Ghaziabad,Bengal Gram(Gram)(Whole),5330
Uttar Pradesh,Ghaziabad,Black Gram Dal (Urd Dal),5500
Uttar Pradesh,Ghaziabad,Bottle gourd,1800
Uttar Pradesh,Ghaziabad,Brinjal,970
Uttar Pradesh,Ghaziabad,Cabbage,570
Uttar Pradesh,Ghaziabad,Green Chilli,2500
Uttar Pradesh,Ghaziabad,Gur(Jaggery),2260
Uttar Pradesh,Ghaziabad,Lemon,2750
Uttar Pradesh,Ghaziabad,Mousambi(Sweet Lime),2680
Uttar Pradesh,Ghaziabad,Mustard,4100
Uttar Pradesh,Ghaziabad,Mustard Oil,9250
Uttar Pradesh,Ghaziabad,Onion,760
Uttar Pradesh,Ghaziabad,Papaya,1300
Uttar Pradesh,Ghaziabad,Potato,610
Uttar Pradesh,Ghaziabad,Raddish,280
Uttar Pradesh,Ghaziabad,Rice,2670
Uttar Pradesh,Ghaziabad,Sugar,3380
Uttar Pradesh,Ghaziabad,Tomato,970
Uttar Pradesh,Ghaziabad,Wheat,1980
Uttar Pradesh,Jalaun (Orai),Wheat,1980
Uttar Pradesh,Jalaun (Orai),Wheat,1775
Uttar Pradesh,Jhansi,Colacasia,2245
Uttar Pradesh,Jhansi,Ginger(Green),3245
Uttar Pradesh,Jhansi,Black Gram (Urd Beans)(Whole),3600
Uttar Pradesh,Jhansi,Groundnut,3150
Uttar Pradesh,Jhansi,Wheat,1825
Uttar Pradesh,Kannuj,Apple,6500
Uttar Pradesh,Kannuj,Arhar Dal(Tur Dal),6800
Uttar Pradesh,Kannuj,Banana,2200
Uttar Pradesh,Kannuj,Bengal Gram(Gram)(Whole),4600
Uttar Pradesh,Kannuj,Black Gram Dal (Urd Dal),6500
Uttar Pradesh,Kannuj,Brinjal,800
Uttar Pradesh,Kannuj,Cabbage,470
Uttar Pradesh,Kannuj,Cauliflower,480
Uttar Pradesh,Kannuj,Green Chilli,2100
Uttar Pradesh,Kannuj,Gur(Jaggery),2400
Uttar Pradesh,Kannuj,Maize,1800
Uttar Pradesh,Kannuj,Mustard,3400
Uttar Pradesh,Kannuj,Mustard Oil,9000
Uttar Pradesh,Kannuj,Onion,800
Uttar Pradesh,Kannuj,Paddy(Dhan)(Common),2400
Uttar Pradesh,Kannuj,Peas cod,1000
Uttar Pradesh,Kannuj,Potato,480
Uttar Pradesh,Kannuj,Rice,2500
Uttar Pradesh,Kannuj,Tomato,780
Uttar Pradesh,Kannuj,Wheat,2040
Uttar Pradesh,Kanpur,Apple,5800
Uttar Pradesh,Kanpur,Bajra(Pearl Millet/Cumbu),1400
Uttar Pradesh,Kanpur,Banana,2800
Uttar Pradesh,Kanpur,Barley (Jau),1400
Uttar Pradesh,Kanpur,Bottle gourd,900
Uttar Pradesh,Kanpur,Brinjal,1000
Uttar Pradesh,Kanpur,Cabbage,900
Uttar Pradesh,Kanpur,Cauliflower,900
Uttar Pradesh,Kanpur,Ghee,29000
Uttar Pradesh,Kanpur,Green Chilli,500
Uttar Pradesh,Kanpur,Green Gram (Moong)(Whole),5800
Uttar Pradesh,Kanpur,Guava,900
Uttar Pradesh,Kanpur,Jowar(Sorghum),1400
Uttar Pradesh,Kanpur,Maize,1500
Uttar Pradesh,Kanpur,Mustard,3800
Uttar Pradesh,Kanpur,Onion,900
Uttar Pradesh,Kanpur,Paddy(Dhan)(Basmati),1775
Uttar Pradesh,Kanpur,Paddy(Dhan)(Common),1752
Uttar Pradesh,Kanpur,Potato,900
Uttar Pradesh,Kanpur,Pumpkin,1400
Uttar Pradesh,Kanpur,Raddish,900
Uttar Pradesh,Kanpur,Tomato,900
Uttar Pradesh,Kanpur,Wheat,1800
Uttar Pradesh,Kanpur,Wood,500
Uttar Pradesh,Khiri (Lakhimpur),Onion,900
Uttar Pradesh,Khiri (Lakhimpur),Potato,440
Uttar Pradesh,Khiri (Lakhimpur),Tomato,850
Uttar Pradesh,Khiri (Lakhimpur),Gur(Jaggery),3100
Uttar Pradesh,Khiri (Lakhimpur),Gur(Jaggery),500
Uttar Pradesh,Khiri (Lakhimpur),Gur(Jaggery),2100
Uttar Pradesh,Khiri (Lakhimpur),Pumpkin,350
Uttar Pradesh,Khiri (Lakhimpur),White Pumpkin,310
Uttar Pradesh,Lakhimpur,Apple,6410
Uttar Pradesh,Lakhimpur,Arhar Dal(Tur Dal),6380
Uttar Pradesh,Lakhimpur,Banana,1785
Uttar Pradesh,Lakhimpur,Banana - Green,670
Uttar Pradesh,Lakhimpur,Bottle gourd,1050
Uttar Pradesh,Lakhimpur,Brinjal,960
Uttar Pradesh,Lakhimpur,Cabbage,700
Uttar Pradesh,Lakhimpur,Capsicum,1720
Uttar Pradesh,Lakhimpur,Cauliflower,710
Uttar Pradesh,Lakhimpur,Field Pea,860
Uttar Pradesh,Lakhimpur,Garlic,2540
Uttar Pradesh,Lakhimpur,Ginger(Green),3540
Uttar Pradesh,Lakhimpur,Grapes,4240
Uttar Pradesh,Lakhimpur,Green Chilli,1890
Uttar Pradesh,Lakhimpur,Gur(Jaggery),2430
Uttar Pradesh,Lakhimpur,Mustard,3085
Uttar Pradesh,Lakhimpur,Mustard Oil,9245
Uttar Pradesh,Lakhimpur,Onion,850
Uttar Pradesh,Lakhimpur,Orange,1750
Uttar Pradesh,Lakhimpur,Pomegranate,4140
Uttar Pradesh,Lakhimpur,Potato,500
Uttar Pradesh,Lakhimpur,Pumpkin,1120
Uttar Pradesh,Lakhimpur,Rice,2250
Uttar Pradesh,Lakhimpur,Sugar,3440
Uttar Pradesh,Lakhimpur,Tomato,690
Uttar Pradesh,Lakhimpur,Wheat,1845
Uttar Pradesh,Mahoba,Bengal Gram(Gram)(Whole),4050
Uttar Pradesh,Mahoba,Black Gram (Urd Beans)(Whole),3750
Uttar Pradesh,Mahoba,Mustard,3450
Uttar Pradesh,Mahoba,Wheat,1825
Uttar Pradesh,Mau(Maunathbhanjan),Arhar Dal(Tur Dal),6200
Uttar Pradesh,Mau(Maunathbhanjan),Rice,2000
Uttar Pradesh,Mau(Maunathbhanjan),Wheat,1735
Uttar Pradesh,Mirzapur,Apple,6250
Uttar Pradesh,Mirzapur,Arhar Dal(Tur Dal),6875
Uttar Pradesh,Mirzapur,Bengal Gram Dal (Chana Dal),5430
Uttar Pradesh,Mirzapur,Bengal Gram(Gram)(Whole),5010
Uttar Pradesh,Mirzapur,Black Gram Dal (Urd Dal),6430
Uttar Pradesh,Mirzapur,Bottle gourd,980
Uttar Pradesh,Mirzapur,Brinjal,820
Uttar Pradesh,Mirzapur,Garlic,2000
Uttar Pradesh,Mirzapur,Ginger(Green),5360
Uttar Pradesh,Mirzapur,Green Chilli,1500
Uttar Pradesh,Mirzapur,Gur(Jaggery),3170
Uttar Pradesh,Mirzapur,Lentil (Masur)(Whole),4410
Uttar Pradesh,Mirzapur,Mustard,4090
Uttar Pradesh,Mirzapur,Mustard Oil,9880
Uttar Pradesh,Mirzapur,Onion,860
Uttar Pradesh,Mirzapur,Peas(Dry),4880
Uttar Pradesh,Mirzapur,Potato,600
Uttar Pradesh,Mirzapur,Rice,2320
Uttar Pradesh,Mirzapur,Tomato,500
Uttar Pradesh,Mirzapur,Wheat,1950
Uttar Pradesh,Muradabad,Apple,4130
Uttar Pradesh,Muradabad,Banana - Green,360
Uttar Pradesh,Muradabad,Brinjal,460
Uttar Pradesh,Muradabad,Cabbage,260
Uttar Pradesh,Muradabad,Onion,530
Uttar Pradesh,Muradabad,Paddy(Dhan)(Common),1932
Uttar Pradesh,Muradabad,Peas(Dry),400
Uttar Pradesh,Muradabad,Potato,460
Uttar Pradesh,Muradabad,Tomato,450
Uttar Pradesh,Muzaffarnagar,Apple,5820
Uttar Pradesh,Muzaffarnagar,Banana - Green,1310
Uttar Pradesh,Muzaffarnagar,Barley (Jau),1940
Uttar Pradesh,Muzaffarnagar,Bottle gourd,1280
Uttar Pradesh,Muzaffarnagar,Brinjal,1030
Uttar Pradesh,Muzaffarnagar,Carrot,630
Uttar Pradesh,Muzaffarnagar,Cauliflower,700
Uttar Pradesh,Muzaffarnagar,Garlic,2090
Uttar Pradesh,Muzaffarnagar,Green Chilli,2260
Uttar Pradesh,Muzaffarnagar,Gur(Jaggery),2510
Uttar Pradesh,Muzaffarnagar,Lemon,2660
Uttar Pradesh,Muzaffarnagar,Maize,1930
Uttar Pradesh,Muzaffarnagar,Mousambi(Sweet Lime),2610
Uttar Pradesh,Muzaffarnagar,Mustard,4100
Uttar Pradesh,Muzaffarnagar,Mustard Oil,9270
Uttar Pradesh,Muzaffarnagar,Onion,890
Uttar Pradesh,Muzaffarnagar,Papaya,1170
Uttar Pradesh,Muzaffarnagar,Potato,615
Uttar Pradesh,Muzaffarnagar,Pumpkin,800
Uttar Pradesh,Muzaffarnagar,Rice,2700
Uttar Pradesh,Muzaffarnagar,Tomato,1070
Uttar Pradesh,Muzaffarnagar,Wheat,1965
Uttar Pradesh,Muzaffarnagar,Apple,2600
Uttar Pradesh,Muzaffarnagar,Bottle gourd,420
Uttar Pradesh,Muzaffarnagar,Carrot,490
Uttar Pradesh,Muzaffarnagar,Green Chilli,1005
Uttar Pradesh,Muzaffarnagar,Gur(Jaggery),2240
Uttar Pradesh,Muzaffarnagar,Onion,980
Uttar Pradesh,Muzaffarnagar,Plum,570
Uttar Pradesh,Muzaffarnagar,Pumpkin,400
Uttar Pradesh,Muzaffarnagar,Raddish,330
Uttar Pradesh,Muzaffarnagar,Rice,3900
Uttar Pradesh,Muzaffarnagar,Wheat,1900
Uttar Pradesh,Muzaffarnagar,Ber(Zizyphus/Borehannu),1150
Uttar Pradesh,Muzaffarnagar,Bhindi(Ladies Finger),1150
Uttar Pradesh,Muzaffarnagar,Brinjal,440
Uttar Pradesh,Muzaffarnagar,Carrot,440
Uttar Pradesh,Muzaffarnagar,Cauliflower,340
Uttar Pradesh,Muzaffarnagar,Cucumbar(Kheera),900
Uttar Pradesh,Muzaffarnagar,Green Chilli,1100
Uttar Pradesh,Muzaffarnagar,Green Peas,1100
Uttar Pradesh,Muzaffarnagar,Lemon,3100
Uttar Pradesh,Muzaffarnagar,Onion,1100
Uttar Pradesh,Muzaffarnagar,Papaya,900
Uttar Pradesh,Muzaffarnagar,Potato,440
Uttar Pradesh,Muzaffarnagar,Pumpkin,470
Uttar Pradesh,Muzaffarnagar,Raddish,260
Uttar Pradesh,Muzaffarnagar,Tomato,900
Uttar Pradesh,Muzaffarnagar,Wood,295
Uttar Pradesh,Raebarelli,Paddy(Dhan)(Common),1750
Uttar Pradesh,Raebarelli,Potato,500
Uttar Pradesh,Rampur,Mustard,3350
Uttar Pradesh,Rampur,Potato,495
Uttar Pradesh,Rampur,Wheat,1905
Uttar Pradesh,Saharanpur,Apple,3950
Uttar Pradesh,Saharanpur,Banana,1200
Uttar Pradesh,Saharanpur,Cabbage,520
Uttar Pradesh,Saharanpur,Carrot,500
Uttar Pradesh,Saharanpur,Ginger(Green),3800
Uttar Pradesh,Saharanpur,Green Chilli,2250
Uttar Pradesh,Saharanpur,Onion,1050
Uttar Pradesh,Saharanpur,Peas cod,900
Uttar Pradesh,Saharanpur,Potato,560
Uttar Pradesh,Saharanpur,Raddish,420
Uttar Pradesh,Saharanpur,Tomato,1120
Uttar Pradesh,Saharanpur,Bottle gourd,600
Uttar Pradesh,Saharanpur,Brinjal,500
Uttar Pradesh,Saharanpur,Carrot,360
Uttar Pradesh,Saharanpur,Cauliflower,250
Uttar Pradesh,Saharanpur,Cucumbar(Kheera),700
Uttar Pradesh,Saharanpur,Ginger(Green),3200
Uttar Pradesh,Saharanpur,Green Chilli,1300
Uttar Pradesh,Saharanpur,Onion,500
Uttar Pradesh,Saharanpur,Papaya (Raw),700
Uttar Pradesh,Saharanpur,Potato,280
Uttar Pradesh,Saharanpur,Tomato,500
Uttar Pradesh,Saharanpur,Apple,6475
Uttar Pradesh,Saharanpur,Banana,1165
Uttar Pradesh,Saharanpur,Brinjal,660
Uttar Pradesh,Saharanpur,Cabbage,450
Uttar Pradesh,Saharanpur,Carrot,445
Uttar Pradesh,Saharanpur,Field Pea,1360
Uttar Pradesh,Saharanpur,Garlic,1890
Uttar Pradesh,Saharanpur,Ginger(Green),2745
Uttar Pradesh,Saharanpur,Green Chilli,2040
Uttar Pradesh,Saharanpur,Guava,1945
Uttar Pradesh,Saharanpur,Gur(Jaggery),2450
Uttar Pradesh,Saharanpur,Onion,1440
Uttar Pradesh,Saharanpur,Papaya,1745
Uttar Pradesh,Saharanpur,Potato,545
Uttar Pradesh,Saharanpur,Pumpkin,650
Uttar Pradesh,Saharanpur,Raddish,295
Uttar Pradesh,Saharanpur,Sweet Potato,1145
Uttar Pradesh,Saharanpur,Tomato,1340
Uttar Pradesh,Saharanpur,Wheat,1760
Uttar Pradesh,Saharanpur,Wood,440
Uttar Pradesh,Saharanpur,Banana - Green,1100
Uttar Pradesh,Saharanpur,Cabbage,450
Uttar Pradesh,Saharanpur,Cauliflower,440
Uttar Pradesh,Saharanpur,Green Peas,1150
Uttar Pradesh,Saharanpur,Onion,1120
Uttar Pradesh,Saharanpur,Potato,540
Uttar Pradesh,Saharanpur,Raddish,360
Uttar Pradesh,Saharanpur,Wood,280
Uttar Pradesh,Saharanpur,Apple,4900
Uttar Pradesh,Saharanpur,Banana,1300
Uttar Pradesh,Saharanpur,Banana - Green,1000
Uttar Pradesh,Saharanpur,Bottle gourd,850
Uttar Pradesh,Saharanpur,Brinjal,950
Uttar Pradesh,Saharanpur,Cabbage,400
Uttar Pradesh,Saharanpur,Carrot,500
Uttar Pradesh,Saharanpur,Green Chilli,1250
Uttar Pradesh,Saharanpur,Groundnut,4900
Uttar Pradesh,Saharanpur,Guava,1400
Uttar Pradesh,Saharanpur,Mustard,4000
Uttar Pradesh,Saharanpur,Onion,1100
Uttar Pradesh,Saharanpur,Papaya,1300
Uttar Pradesh,Saharanpur,Peas Wet,1000
Uttar Pradesh,Saharanpur,Potato,500
Uttar Pradesh,Saharanpur,Pumpkin,400
Uttar Pradesh,Saharanpur,Raddish,400
